ID,AverageFiberLength,OrientationX,OrientationY,OrientationZ,AverageConnectivityWITHBoundary,AverageConnectivityWITHOUTBoundary,StrenghX,StrengthY,StrengthZ,ToughnessX,ToughnessY,ToughnessZ,Density,Sample1,Sample2,Ratio1,Ratio2,qSimx,qSimy,qSimz,AverageStrength,AverageToughness,dir
185,0.001521764,0.348209873,0.315282873,0.336507253,3.093997735,3.184189513,27.44676924,17.43744626,14.6896837,46.6427622,45.30328001,42.23386238,0.000418659,3,23,0.9,0.5,253,254,255,19.8579664,44.72663486,./WebNet_Mar6/All_Data/s3s23_Ratio_90_50
186,0.001483241,0.348502598,0.318207945,0.333289457,3.063762376,3.18504222,28.43900013,19.03322219,14.85366622,43.51185892,41.84413375,45.4289542,0.000424966,3,23,0.9,0.6,256,257,258,20.77529618,43.59498229,./WebNet_Mar6/All_Data/s3s23_Ratio_90_60
187,0.001491975,0.345169056,0.313321021,0.341509923,3.127744892,3.193179217,26.19586604,18.31039128,14.31289587,42.50601177,39.26586941,43.49254636,0.000418824,3,23,0.9,0.7,259,260,261,19.6063844,41.75480918,./WebNet_Mar6/All_Data/s3s23_Ratio_90_70
188,0.001521128,0.346439935,0.315924026,0.337636038,3.114066305,3.191551841,25.58807817,17.28541667,14.05135064,41.68519559,37.70862784,44.1741108,0.000403356,3,23,0.9,0.8,262,263,264,18.9749485,41.18931141,./WebNet_Mar6/All_Data/s3s23_Ratio_90_80
189,0.00156623,0.349768006,0.31848192,0.331750075,3.113858646,3.189816883,24.67940552,17.34581187,12.75434974,42.82664342,39.5730298,40.17813643,0.000394169,3,23,0.9,0.9,265,266,267,18.25985571,40.85926988,./WebNet_Mar6/All_Data/s3s23_Ratio_90_90
190,0.001568583,0.349356296,0.318121395,0.332522309,3.113858646,3.189816883,23.8930976,16.295317,12.08480483,40.61605801,35.89320835,38.00458625,0.000370714,3,23,0.9,1,268,269,270,17.42440648,38.1712842,./WebNet_Mar6/All_Data/s3s23_Ratio_90_100
191,0.002542762,0.330623389,0.298458144,0.370918467,2.942731278,3.129175947,15.29136122,10.63558728,12.70741774,25.56606486,27.06949743,29.47976183,0.000243451,3,23,1,0.1,271,272,273,12.87812208,27.3717747,./WebNet_Mar6/All_Data/s3s23_Ratio_100_10
192,0.002327365,0.332196037,0.301805608,0.365998356,2.866580311,3.121019108,15.48326022,12.5514503,11.34642407,28.0729729,30.1756415,30.52160806,0.000259306,3,23,1,0.2,274,275,276,13.12704486,29.59007415,./WebNet_Mar6/All_Data/s3s23_Ratio_100_20
193,0.001927149,0.348096258,0.306358038,0.345545704,2.970264766,3.13224822,21.144664,13.47088526,11.92808779,32.51829692,37.06092916,34.63780603,0.000317582,3,23,1,0.3,277,278,279,15.51454569,34.7390107,./WebNet_Mar6/All_Data/s3s23_Ratio_100_30
194,0.001660108,0.354218723,0.307325019,0.338456258,3.006930968,3.14673733,23.65040845,14.87620619,12.93888335,39.55711906,43.1061403,37.16018752,0.000370557,3,23,1,0.4,280,281,282,17.155166,39.94114896,./WebNet_Mar6/All_Data/s3s23_Ratio_100_40
195,0.001529185,0.353337743,0.312225213,0.334437044,3.097721297,3.182660149,26.09615225,16.9261809,14.92718831,41.86896874,43.9719935,40.26120584,0.000407689,3,23,1,0.5,283,284,285,19.31650715,42.03405603,./WebNet_Mar6/All_Data/s3s23_Ratio_100_50
196,0.001490974,0.353154161,0.315325813,0.331520026,3.067897673,3.183625731,26.6225934,18.582036,14.63270343,43.74265949,39.70748194,43.73902219,0.000414456,3,23,1,0.6,286,287,288,19.94577761,42.39638787,./WebNet_Mar6/All_Data/s3s23_Ratio_100_60
197,0.001499044,0.349656179,0.310769762,0.339574059,3.12996658,3.191598133,25.53403935,17.94089375,13.62748066,38.76880423,37.51919879,42.54265953,0.00040939,3,23,1,0.7,289,290,291,19.03413792,39.61022085,./WebNet_Mar6/All_Data/s3s23_Ratio_100_70
198,0.00152728,0.350740263,0.313373013,0.335886723,3.116618076,3.190037305,24.52903716,16.97301916,12.67558497,38.23346791,36.9881385,41.0447639,0.000395334,3,23,1,0.8,292,293,294,18.05921376,38.75545677,./WebNet_Mar6/All_Data/s3s23_Ratio_100_80
199,0.001571052,0.353787159,0.315959328,0.330253513,3.11637931,3.188368056,24.79556614,16.9955315,12.6893541,41.60895918,36.85115342,39.72262519,0.000387083,3,23,1,0.9,295,296,297,18.16015058,39.39424593,./WebNet_Mar6/All_Data/s3s23_Ratio_100_90
200,0.00157334,0.353382158,0.315613463,0.33100438,3.11637931,3.188368056,23.76125857,16.00859491,11.90843172,34.5606303,36.17651775,36.37249529,0.0003651,3,23,1,1,298,299,300,17.22609507,35.70321445,./WebNet_Mar6/All_Data/s3s23_Ratio_100_100
