Material,Test File,O2,Particulate,Particulate Size (um),Substrate,Input Velocity (m/s),Output Velocity (m/s),Coefficient of Restitution,Test Temperature Actual (F),Nominal Gas Velocity (ft/s),Flash,Ignition 
Ti-Ni 1mm,95572.pps,0,Ti,1000,Ni,100.2049807,29.29023934,0.292303228,77.9,453,0,0
Ti-Ni 1mm,95572.pps,0,Ti,1000,Ni,103.0316359,27.00500195,0.262103981,77.9,453,0,0
Ti-Ni 1mm,95572.pps,0,Ti,1000,Ni,101.9425749,29.91246268,0.293424634,77.9,453,0,0
Ti-Ni 1mm,95572.pps,0,Ti,1000,Ni,104.4690912,24.65977424,0.236048519,77.9,453,0,0
Ti-Ni 1mm,95572.pps,0,Ti,1000,Ni,102.4536648,27.14386767,0.264937986,77.9,453,0,0
Ti-Ni 1mm,95572.pps,0,Ti,1000,Ni,101.6500021,15.06976626,0.14825151,77.9,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,104.9419357,38.76155967,0.369361966,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,101.5501879,34.91035355,0.343774387,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,104.9394134,39.37756432,0.375240942,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,102.2917344,39.37628738,0.384941047,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,23.72723528,15.51453038,0.653870128,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,102.1908827,35.23748709,0.344820263,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,103.5611652,33.36786378,0.322204406,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,105.6387195,36.00678936,0.340848408,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,105.7108831,28.84850618,0.272900058,78.2,453,0,0
Ti 1mm ,95573.pps,0,Ti,1000,S,109.7808198,40.0661446,0.364964888,78.2,453,0,0
Ti 1mm (O2 Flash),95587_F.pps,1,Ti,1000,S,126.53684,40.06268874,0.316608892,68.6,584,1,0
Ti 1mm (O2 Flash),95587_F.pps,1,Ti,1000,S,154.3438004,45.67857087,0.295953389,68.6,584,1,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,156.3363026,43.71242467,0.279605082,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,166.398012,49.47026758,0.297300833,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,161.3726745,41.55308293,0.257497641,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,168.1824013,50.44553168,0.299945365,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,159.9746371,47.85617892,0.299148539,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,139.1930738,38.05816688,0.273419976,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,166.3969328,47.65319934,0.286382679,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,172.1829784,51.48174187,0.298994374,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,172.4215485,39.62151565,0.229794454,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,139.6655665,46.56977767,0.333437789,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,164.3324312,49.51183161,0.30129069,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,118.864547,43.52928957,0.366209191,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,146.4528628,43.52928957,0.29722389,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,164.2371247,53.74543462,0.32724291,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,134.5708063,45.68446941,0.339482765,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,166.2948873,44.63934254,0.268434847,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,164.2370993,45.50683839,0.27708014,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,154.5339181,49.46615704,0.320099028,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,165.5236533,51.7893275,0.312881733,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,118.7261094,44.24623102,0.372674816,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,168.3664106,49.82102527,0.295908341,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,138.7397549,45.5518949,0.328326188,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,150.4910596,49.62208576,0.329734443,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,160.3147218,49.46404653,0.308543382,68.6,584,0,0
Ti 1mm (O2 No Flash),95587_NF.pps,1,Ti,1000,S,162.2597084,49.50571246,0.305101697,68.6,584,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,226.6223831,53.06304394,0.23414741,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,227.8229259,55.58678505,0.243991182,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,169.7860113,47.93983202,0.282354428,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,237.3056115,56.313092,0.237301982,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,243.2743568,54.60182212,0.224445448,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,227.3447181,33.45236613,0.147143802,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,172.8849446,50.60755588,0.292723904,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,245.3224758,42.96833334,0.175150415,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,235.2778503,54.30053322,0.230793222,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,217.0648038,46.92213381,0.216166476,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,221.3205413,48.27945954,0.218142696,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,247.2326096,56.27255505,0.22760976,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,220.4044374,57.20338923,0.259538283,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,198.9929939,44.2645108,0.222442559,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,219.090019,50.28716146,0.229527396,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,233.1420354,58.59284402,0.251318231,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,251.2504831,62.33474242,0.248098,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,164.8251952,44.25872448,0.268519169,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,215.0599468,42.39686319,0.197139746,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,237.1957054,50.2449356,0.211829027,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,223.1292521,54.60640641,0.244729931,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,231.2831512,58.42498271,0.25261236,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,225.1469421,48.27954743,0.214435724,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,233.139925,54.86014604,0.235309958,71.3,933,0,0
Ti 1mm (O2 No Flash),95588_NF.pps,1,Ti,1000,S,182.9325829,38.39655145,0.209894546,71.3,933,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,149.4507138,46.81789396,0.313266446,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,191.8300971,50.19376901,0.261657424,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,120.8435713,41.39858708,0.34257997,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,180.5240995,44.14927137,0.244561649,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,163.0682088,50.19791581,0.307833858,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,178.4457231,57.53731095,0.32243592,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,184.2659425,45.14159104,0.244980654,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,180.651176,45.14159104,0.24988263,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,184.2113848,47.9444786,0.260268814,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,168.9370454,36.48839644,0.21598813,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,178.4436136,51.81480489,0.290370744,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,178.4584419,50.45165993,0.282708172,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,176.0289607,47.01633861,0.267094337,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,180.3781786,44.27771041,0.245471546,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,188.0290441,48.55438317,0.258228102,74.5,671,0,0
Ti 1mm (O2 No Flash),95591_NF.pps,1,Ti,1000,S,172.642343,44.15495711,0.255759719,74.5,671,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,40.0127038,20.17935134,0.504323613,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,45.5089489,6.255894359,0.137465147,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,43.57423464,21.76750873,0.499549996,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,29.94524693,18.24231385,0.60918896,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,45.89823928,26.02984205,0.56712071,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,47.65505583,26.02559288,0.546124486,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,49.5056703,27.77326407,0.561011777,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,47.49255443,29.680472,0.624950002,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,51.4860199,27.77103153,0.539389752,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,49.5056703,26.02343039,0.525665651,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,43.57423464,23.74324886,0.544891931,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,45.50683839,23.82356854,0.523516231,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,49.46404653,23.74324886,0.48001024,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,47.5277447,21.85535169,0.459844073,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,49.50775948,19.78768489,0.399688556,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,43.57785557,25.72293502,0.590275375,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,41.59882251,25.72290818,0.618356642,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,41.59877233,17.80638139,0.428050646,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,43.70879256,24.07275765,0.550753206,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,45.555726,25.80103682,0.566362104,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,37.80536845,21.85516132,0.578096768,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,47.65505583,23.82752791,0.5,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,43.57780766,23.74324886,0.544847254,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,47.52980944,26.39903613,0.555420618,75.9,144,0,0
Ti 1mm (O2 No Flash),95593_NF.pps,1,Ti,1000,S,47.49255443,25.72290818,0.541619807,75.9,144,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,229.3050589,38.422322,0.167559853,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,222.5970094,51.84442147,0.232907089,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,226.6912201,57.23739998,0.25249059,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,213.1678494,43.29048738,0.203081691,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,77.6051878,39.51457502,0.509174401,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,234.0746656,46.20670924,0.197401582,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,218.8188089,51.94874219,0.237405287,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,227.4190605,42.47120568,0.186753061,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,119.0187055,40.47404418,0.340064564,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,220.7388747,49.81060959,0.225653998,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,232.2072449,34.53429165,0.148721853,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,236.0009178,51.94455047,0.220103171,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,224.7959941,49.33151591,0.219450156,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,216.8828422,47.96956955,0.221177337,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,218.9533845,50.36161737,0.230010682,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,232.2275928,44.2951668,0.190740326,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,226.5287523,42.38424895,0.187103176,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,172.7758069,42.90221311,0.248311461,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,186.3081899,47.96582853,0.257454214,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,234.1454624,46.08707602,0.196830959,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,148.0592065,42.47833155,0.286900981,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,205.3486522,40.06254919,0.195095262,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,215.3073008,51.66241153,0.239947328,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,216.882859,46.68228046,0.215241908,79.3,847,0,0
Ti 1mm (O2 No Flash),95594_NF.pps,1,Ti,1000,S,197.6291227,54.27089508,0.274609806,79.3,847,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,57.38323085,27.700457,0.482727386,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,168.2080287,43.52928957,0.258782473,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,239.4203151,53.5741766,0.22376621,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,237.4407238,47.6489929,0.200677424,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,233.5282178,59.65923662,0.25546907,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,231.5486807,55.44541133,0.239454663,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,128.7558164,53.42780455,0.414954493,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,186.2826659,51.59996918,0.276998232,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,198.0350871,43.57785557,0.220051185,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,211.7663061,47.49044374,0.224258734,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,176.3068352,36.96309203,0.209652065,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,194.0101525,49.50571246,0.255170731,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,224.0283349,50.44765389,0.225184256,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,222.1682522,47.03479005,0.211707972,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,213.7553639,53.46443513,0.250119736,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,221.6389854,53.56956921,0.241697412,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,247.5243447,48.51010581,0.19598115,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,237.4345991,53.42569387,0.225012252,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,224.0097202,43.80324264,0.195541705,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,211.7486707,57.51686441,0.271627983,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,221.8243254,51.59568169,0.232597041,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,235.5276389,51.3685655,0.218099947,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,227.5938422,53.45784461,0.234882649,75.4,933,0,0
Ti 1mm (O2 No Flash),95595_NF.pps,1,Ti,1000,S,219.6778977,47.03190296,0.214094834,75.4,933,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,67.15566447,30.6872694,0.456957275,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.95749065,30.74459389,0.433281865,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,74.79850424,34.51951807,0.461500112,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,92.05969752,34.57278692,0.375547475,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,69.04477314,30.92606481,0.447913193,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,69.03903614,30.92132239,0.447881722,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,61.48402636,29.02102473,0.472009178,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.95749065,30.6872694,0.432473994,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,69.04477314,30.7471487,0.445321888,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.96338707,32.82582863,0.462574152,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,72.8990826,34.57266987,0.47425384,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,71.06697746,34.73482626,0.488761834,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,69.0714076,31.219416,0.451987546,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,72.87383465,32.65953151,0.448165404,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,63.31485461,27.45960948,0.433699321,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,24.93142762,13.56247025,0.54399092,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,74.81688429,36.48932078,0.487715054,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,71.07289486,34.57562472,0.486481165,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.95749065,32.60377264,0.459483169,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.98339742,34.51951807,0.486304112,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.0274575,32.66228264,0.466421084,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.98336322,30.68471957,0.432280441,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,50.01222801,25.22708168,0.504418273,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,67.15010252,32.60588333,0.485567141,74.7,232,0,0
Ti 1mm (O2 No Flash),95599_NF.pps,1,Ti,1000,S,70.95749065,32.60317408,0.459474733,74.7,232,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,149.6665212,50.03553906,0.334313503,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,140.0729833,44.79476056,0.319795863,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,134.3181829,36.65626392,0.272906193,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,125.9729154,44.50610406,0.353298992,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,65.49267859,23.73414487,0.362393864,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,130.7039633,44.79107468,0.342691021,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,129.5333171,46.04712921,0.35548483,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,130.5348233,44.29884763,0.339364213,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,140.0768771,46.68231516,0.333262107,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,129.0742601,48.31181209,0.374294705,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,134.3293414,44.17035656,0.328821359,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,108.8248314,53.45306716,0.49118447,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,105.6824172,38.42124787,0.363553833,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,126.6451952,46.04712921,0.3635916,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,134.3202902,46.0870848,0.343113351,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,114.0048752,39.55753948,0.346981122,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,134.3704402,46.08707602,0.342985228,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,92.81307645,38.4244406,0.413998135,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,134.3314549,41.42153346,0.308353196,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,117.1012645,38.56465845,0.32932743,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,140.1488279,44.79103852,0.319596241,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,134.9809989,45.15938268,0.334561035,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,136.234253,46.0870848,0.338292932,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,130.4675696,42.25380416,0.323864423,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF.pps,1,Ti,1000,S,128.7908164,45.16311291,0.35067029,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,128.5597972,40.47744751,0.314853075,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,133.4070696,46.04712921,0.345162586,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,74.82605733,36.50531266,0.487868985,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,124.7815902,42.90225086,0.343818754,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,136.234253,44.29884763,0.325166738,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,122.8189455,42.21372777,0.343706971,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,136.2385547,46.09091454,0.33831036,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,136.2229331,44.17402702,0.324277462,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,132.7462781,48.3158267,0.363971234,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,128.5491151,46.21268737,0.359494403,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,138.2061524,42.26082715,0.305781084,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,136.2364414,42.21372777,0.309856359,78,496,0,0
