Material,Test File,O2,Particulate,Particulate Size (um),Substrate,Input Velocity (m/s),Output Velocity (m/s),Coefficient of Restitution,Test Temperature Actual (F),Nominal Gas Velocity (ft/s),Flash,Ignition 
Ti med (O2 Hot Flash),95658_F.pps,1,Ti,95,S,202.5695493,0,0,403.8,847,1,1
Ti med (O2 Hot Flash),95661_F.pps,1,Ti,95,S,227.8473918,30.74425794,0.134933552,414,496,1,0
Ti med (O2 Hot Flash),95661_F.pps,1,Ti,95,S,119.4683973,27.60145571,0.231035624,414,496,1,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,201.1334052,44.66042553,0.2220438,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,103.6404976,39.6591124,0.382660382,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,198.9854032,33.34508983,0.167575557,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,182.6441319,39.78763401,0.217842389,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,58.11761977,18.62006497,0.320385884,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,206.5399419,42.3349086,0.204972018,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,215.1910793,39.78102202,0.184863713,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,228.7279359,51.46979459,0.225026271,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,226.0813349,36.21390464,0.160180869,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,203.8864538,42.06162617,0.206299268,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,208.9976893,36.57354455,0.174994971,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,220.6353491,36.88500381,0.167176311,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,182.6351807,36.61489323,0.200481052,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,102.058713,28.9894748,0.284047035,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,201.7012365,41.74631358,0.206971035,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,182.6441325,34.40667046,0.188380924,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,130.2132805,36.16360615,0.277725943,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,109.0452889,35.52972365,0.325825389,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,121.1795641,34.31199498,0.283150012,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,217.0198667,41.58972995,0.191640197,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,217.0177561,36.3490947,0.167493644,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,105.6583568,32.5980721,0.308523368,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,213.3768841,38.66032335,0.181183278,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,103.1430411,29.8236493,0.289148439,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF.pps,1,Ti,95,S,217.0223222,47.01374325,0.21663091,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,50.76437827,25.89240746,0.510050716,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,191.7554705,39.94507859,0.208312589,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,215.3754458,44.03745777,0.20446833,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,211.5969711,32.54770688,0.153819342,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,162.7536603,36.57335667,0.224716032,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,160.9910246,30.74170337,0.190952902,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,234.2083499,41.63248204,0.177758317,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,233.2948438,41.75014831,0.178958727,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,108.7539546,36.03243144,0.331320655,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,224.2322021,36.21089559,0.161488382,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,220.6762895,43.73618056,0.198191571,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,180.9861094,35.11306442,0.19400972,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,215.2138711,38.3599531,0.178241081,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,90.43236848,25.38218914,0.28067593,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,220.7464923,40.43657673,0.183181061,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,134.2740412,36.3931305,0.271036234,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,95.90651847,25.89240746,0.269975471,414,496,0,0
Ti med (O2 Hot No Flash),95661_NF_2.pps,1,Ti,95,S,92.50621609,30.74214725,0.332325205,414,496,0,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,329.3708415,40.80184655,0.123878138,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,355.6645468,47.00061442,0.132148719,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,320.6399376,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,329.3795883,44.58405266,0.135357667,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,317.6684525,24.90126993,0.078387607,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,291.4636475,43.81781216,0.150337143,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,314.7687053,41.72806042,0.132567373,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,338.0835876,40.90578702,0.120993117,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,320.5816905,40.9111306,0.127615306,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,341.0410698,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,329.5309844,48.06669924,0.145863975,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,332.3595764,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,390.5291287,18.66295754,0.0477889,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,256.5335617,49.88655395,0.194464044,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,201.2826789,40.59425804,0.201677851,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,268.3801955,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,355.6048347,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,234.0728058,34.97206762,0.149406795,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,314.8096459,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,361.3985901,40.80184655,0.11289985,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,361.4338431,34.97661594,0.096771834,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,355.6510832,34.97537061,0.098341808,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,198.1794538,38.8894085,0.196233301,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F.pps,1,Ti,95,S,349.7272822,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,343.9578816,43.81543178,0.127386038,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,323.5534351,40.90581056,0.126426754,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,201.1771495,29.29095713,0.145597834,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,343.9501989,46.63162549,0.135576678,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,393.5076337,38.00219213,0.096572948,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,329.3795883,37.88530559,0.115020198,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,341.298797,49.63697106,0.145435529,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,335.2084702,38.88105868,0.115990681,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,335.1577893,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,273.9889973,41.22144284,0.150449263,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,180.7169203,29.29095713,0.162081985,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,326.4244784,38.00051829,0.116414426,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,335.2487632,37.88530559,0.113006548,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,323.9704905,37.88530559,0.116940606,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,326.4702351,0,0,400.8,933,1,1
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,334.2568631,44.10196577,0.131940345,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,314.7687083,32.58115344,0.103508235,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,333.2750289,44.39680408,0.133213713,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,317.7252257,41.21281265,0.12971212,400.8,933,1,0
Ti med (O2 Hot Flash),95662_F_2.pps,1,Ti,95,S,195.288308,26.86890157,0.137585818,400.8,933,1,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,265.2296647,41.72812963,0.15732829,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,192.400072,46.63769021,0.242399546,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,338.1275603,40.90581056,0.120977452,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,341.0340803,45.61785125,0.133763321,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,90.53453916,22.76199692,0.251417825,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,346.8713947,49.89304199,0.143837292,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,73.09969292,35.09380035,0.480081365,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,312.5085855,48.06669924,0.153809212,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,317.6851254,49.63697106,0.156245814,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,326.5285404,49.89304199,0.152798411,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,81.66634456,32.19522908,0.39422885,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,343.8975033,46.72869582,0.135879718,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,341.0286123,43.81211413,0.128470494,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,351.2567594,46.7193021,0.13300613,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,88.20720556,35.21684894,0.399251384,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,84.56717031,29.14559168,0.344644282,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,223.042935,49.89304199,0.223692546,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,323.4982315,50.89786415,0.157335834,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,323.5534351,52.54913648,0.162412544,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,157.404587,36.04838219,0.229017355,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,326.5710074,42.43453502,0.129939689,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,70.19900598,18.65929264,0.265805653,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,346.8262879,47.4441655,0.136795183,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,324.0126247,51.64330542,0.159386707,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF.pps,1,Ti,95,S,212.7489467,50.31043247,0.236477939,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,349.8398527,43.82113024,0.125260544,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,335.1704617,40.90581056,0.122044796,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,192.3496749,49.63051632,0.258022356,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,314.8096459,41.72812963,0.132550353,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,317.6818226,52.7878002,0.16616563,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,180.69342,39.63830798,0.219367744,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,300.4510651,36.86386569,0.122695074,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,405.4166508,46.7193021,0.115237749,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,180.7169189,50.90448372,0.281680786,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,207.1340455,40.80184655,0.196982811,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,131.1656132,38.00051829,0.289714029,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,306.0260738,44.58406561,0.145687147,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,355.6048347,40.9111306,0.11504661,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,321.2334598,42.44005388,0.132115919,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,314.8091801,41.21608245,0.130924017,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,271.1027976,43.81213611,0.161607097,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,335.2084702,46.9945025,0.140194854,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,326.6195745,41.21608245,0.126189872,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,349.8853597,36.05312658,0.103042684,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,163.4626601,46.079853,0.281898343,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,320.7426077,32.19104244,0.100364098,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,201.2033137,43.72407335,0.217312889,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,120.059607,38.8894085,0.323917506,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,349.7394239,48.06677934,0.137435977,400.8,933,0,0
Ti med (O2 Hot No Flash),95662_NF_2.pps,1,Ti,95,S,268.7281596,36.05166667,0.134156639,400.8,933,0,0
